label,N,P,K,temperature,humidity,rainfall,ph
Sugarcane,90.578,34.475,69.349,25.021,76.039,1818.606,6.989
Potato,120.0,60.0,120.0,25.0,55.0,750.0,5.0
Cotton,113.768,45.504,28.603,24.098,53.989,1007.397,6.673
Sugarcane,96.474,49.621,73.439,23.977,75.88,1397.732,6.712
Potato,92.707,67.334,95.815,19.315,64.948,664.94,5.865
Tomato,120.0,80.0,100.0,18.0,60.0,500.0,6.0
Sugarcane,107.628,46.135,76.914,23.866,82.659,1884.052,6.465
Wheat,83.646,32.233,21.11,18.355,61.944,573.281,6.288
Rice,120.0,40.0,40.0,30.0,90.0,1500.0,7.0
Maize,95.228,45.501,30.029,24.116,61.889,713.127,6.848
Sugarcane,100.314,46.224,75.118,23.648,78.983,1633.883,6.833
Sugarcane,88.558,41.419,86.047,24.061,80.102,1748.303,7.298
Potato,104.839,69.634,107.648,23.39,61.354,657.062,6.076
Maize,95.432,42.201,42.408,25.338,68.508,788.001,6.056
Potato,101.584,69.965,96.465,21.566,63.329,637.826,5.799
Maize,99.085,48.681,29.635,23.41,61.212,897.626,6.792
Tomato,93.866,69.22,74.862,20.975,67.276,577.084,6.43
Tomato,97.842,71.417,90.935,25.811,65.456,610.428,6.239
Tomato,98.605,72.368,83.082,21.622,68.914,615.545,6.625
Cotton,80.0,40.0,20.0,21.0,45.0,600.0,7.5
Potato,100.931,72.889,96.923,17.428,69.753,578.162,5.837
Soybean,28.012,47.944,56.455,24.981,60.733,756.327,6.476
Sugarcane,106.21,43.494,86.589,24.628,76.943,1947.478,6.433
Cotton,108.151,46.768,30.001,24.955,58.048,979.485,6.826
Soybean,40.0,60.0,80.0,20.0,55.0,450.0,6.0
Sugarcane,104.429,50.242,73.056,23.311,76.956,1757.269,6.706
Maize,88.29,43.801,48.579,22.09,60.735,663.997,6.479
Potato,80.0,60.0,120.0,15.0,75.0,750.0,6.5
Maize,108.814,48.179,32.063,24.162,70.494,734.897,6.649
Sugarcane,106.602,45.87,92.78,25.098,77.123,2132.874,6.224
Cotton,106.074,46.394,31.234,23.208,56.488,762.481,6.473
Cotton,100.621,51.542,28.365,23.07,55.609,797.041,7.02
Tomato,120.0,80.0,60.0,18.0,60.0,500.0,6.0
Soybean,40.0,40.0,80.0,30.0,55.0,900.0,7.0
Maize,104.607,52.18,36.904,24.485,64.201,780.457,7.022
Rice,80.0,20.0,40.0,20.0,75.0,1500.0,5.0
Wheat,60.0,40.0,20.0,12.0,45.0,650.0,6.0
Wheat,89.629,25.861,37.991,20.855,55.697,577.816,6.458
Potato,109.598,73.285,100.966,17.398,62.294,581.079,5.759
Sugarcane,84.874,45.892,77.292,23.443,76.787,1702.737,6.629
Sugarcane,106.412,39.114,79.754,21.685,74.378,1933.081,6.842
Soybean,32.027,44.127,57.655,23.589,73.252,624.99,6.512
Cotton,101.553,50.657,33.343,24.576,56.473,973.598,6.294
Soybean,35.621,47.455,64.273,23.426,68.361,623.52,6.339
Tomato,95.452,69.53,77.233,18.631,70.411,617.402,6.712
Rice,93.564,30.178,46.104,26.024,84.385,1843.612,5.173
Tomato,110.599,71.384,77.449,23.243,66.577,606.801,6.447
Potato,80.0,60.0,80.0,25.0,75.0,750.0,6.5
Tomato,86.528,67.483,71.858,26.043,69.966,663.892,6.452
Maize,99.533,43.143,47.216,23.458,68.828,795.183,6.582
Wheat,76.79,30.603,28.347,13.898,58.074,523.638,6.672
Wheat,86.24,22.786,29.715,19.39,55.745,556.553,6.659
Wheat,86.607,27.191,33.328,18.404,53.918,480.027,6.61
Soybean,40.0,40.0,80.0,30.0,55.0,450.0,7.0
Potato,104.276,74.716,102.484,22.254,63.613,616.631,6.049
Sugarcane,95.612,43.322,72.98,24.073,82.196,1888.229,7.147
Wheat,89.234,31.182,29.916,20.329,58.767,474.467,6.731
Maize,94.129,46.751,45.641,23.553,63.58,752.105,6.681
Potato,99.346,68.096,100.905,20.57,61.812,623.774,6.098
Wheat,73.578,26.387,25.56,20.223,55.967,516.144,6.102
Tomato,95.846,69.105,85.843,22.093,63.449,570.788,6.502
Potato,109.729,70.568,104.436,21.802,60.584,663.678,5.643
Sugarcane,97.895,39.542,84.964,22.595,76.214,1818.505,6.593
Soybean,40.0,40.0,80.0,30.0,55.0,900.0,7.0
Soybean,34.775,50.277,72.678,22.501,59.644,749.106,6.364
Wheat,75.589,28.862,35.746,19.935,53.132,509.367,6.743
Sugarcane,96.716,49.048,80.97,24.093,80.609,1620.628,7.091
Sugarcane,99.867,46.43,75.083,25.141,79.041,1563.913,6.635
Rice,95.169,27.154,63.065,26.648,82.601,1714.201,5.547
Wheat,79.587,28.225,26.933,20.617,50.427,500.924,6.776
Cotton,107.26,46.817,30.253,24.553,55.385,936.11,6.418
Maize,100.714,49.24,49.185,23.998,67.718,691.519,6.755
Tomato,98.46,73.163,79.474,22.16,70.661,568.359,6.539
Potato,94.057,72.478,103.688,21.027,71.177,590.473,5.903
Cotton,99.208,49.829,33.893,21.653,55.102,892.05,6.407
Tomato,110.349,71.405,83.02,28.0,71.083,570.737,6.467
Wheat,71.928,33.143,26.002,18.114,54.866,545.295,6.593
Wheat,90.775,30.589,26.983,16.986,48.702,462.108,7.004
Sugarcane,98.939,47.863,83.946,24.875,74.339,1735.133,6.683
Maize,102.203,53.06,36.73,24.395,55.835,746.756,6.396
Potato,80.0,60.0,120.0,15.0,75.0,500.0,6.5
Sugarcane,80.0,60.0,100.0,27.0,70.0,2250.0,6.0
Soybean,32.176,51.389,54.128,25.228,67.957,587.05,6.511
Potato,103.83,67.797,91.307,19.041,67.185,662.05,5.838
Potato,111.498,74.802,99.939,25.0,69.503,647.522,5.501
Tomato,80.0,80.0,60.0,18.0,60.0,750.0,7.0
Rice,103.939,24.728,69.84,25.614,84.616,1803.632,6.271
Potato,95.436,70.422,101.228,20.597,59.308,586.469,5.409
Potato,120.0,80.0,120.0,15.0,55.0,750.0,5.0
Sugarcane,120.0,60.0,60.0,27.0,70.0,2250.0,7.5
Potato,98.472,78.858,90.437,20.913,61.503,618.44,5.787
Tomato,105.894,68.218,84.36,20.785,63.977,615.459,6.239
Tomato,92.605,73.257,79.408,21.355,74.455,685.97,6.544
Soybean,33.257,51.515,59.379,24.534,67.597,759.939,6.489
Wheat,79.353,34.754,35.698,21.703,57.617,454.949,6.872
Sugarcane,102.598,43.175,72.94,23.983,79.156,1832.67,6.924
Sugarcane,85.662,51.26,80.52,24.206,75.253,1566.964,7.016
Soybean,33.843,53.506,58.196,24.291,70.806,662.616,6.274
Tomato,98.939,74.324,100.0,25.033,68.116,651.241,6.612
Cotton,96.759,51.165,33.067,24.669,56.162,964.213,6.922
Maize,107.45,52.556,37.537,24.292,68.73,711.101,6.789
Sugarcane,120.0,30.0,100.0,21.0,88.0,2250.0,7.5
Rice,97.636,22.093,56.429,23.498,86.439,1662.153,5.52
Wheat,79.159,27.808,30.215,19.861,54.212,491.729,6.709
Potato,100.952,69.865,105.08,22.101,69.414,684.103,5.561
Maize,106.249,41.079,52.175,22.866,69.428,695.293,7.171
Cotton,90.282,57.753,30.237,24.499,53.198,834.737,7.228
Rice,96.714,23.966,55.982,23.179,78.882,2090.295,6.091
Maize,120.0,30.0,20.0,21.0,55.0,500.0,7.5
Maize,111.73,40.483,35.098,23.03,66.078,635.579,6.34
Cotton,103.625,54.765,24.569,25.902,49.758,780.169,6.595
Rice,96.919,32.215,66.218,25.807,81.848,1611.539,6.256
Soybean,27.281,49.42,54.87,24.668,64.604,813.323,6.457
Tomato,120.0,60.0,100.0,28.0,60.0,750.0,6.0
Wheat,78.86,25.611,26.544,17.35,58.786,510.982,6.629
Sugarcane,95.962,51.404,76.062,25.398,75.852,1673.741,7.1
Soybean,31.804,48.595,65.594,23.405,65.363,891.246,6.083
Soybean,31.244,51.269,76.034,27.754,70.595,615.179,6.865
Rice,106.237,23.895,57.763,21.682,78.762,2045.483,6.298
Wheat,79.647,33.872,27.641,15.028,54.887,571.898,6.79
Potato,97.171,72.032,106.847,20.04,65.197,609.959,5.624
Potato,84.577,73.261,103.435,20.254,62.706,665.215,5.686
Wheat,100.0,40.0,20.0,25.0,65.0,375.0,6.0
Soybean,33.791,48.582,67.591,23.293,64.06,655.357,6.583
Maize,113.148,44.054,60.0,23.772,65.851,716.852,6.624
Potato,104.969,70.496,101.282,20.164,62.373,596.414,5.575
Maize,102.35,46.695,37.535,23.404,57.712,830.728,6.649
Sugarcane,109.007,43.127,82.774,24.028,82.889,1447.673,6.934
Sugarcane,103.135,42.213,76.972,22.587,78.142,1820.381,6.733
Tomato,80.0,60.0,60.0,28.0,80.0,500.0,6.0
Soybean,33.406,49.802,48.231,23.509,61.812,651.26,6.57
Potato,103.013,69.217,94.738,19.547,70.139,644.47,5.428
Tomato,80.0,60.0,60.0,18.0,60.0,500.0,6.0
Wheat,78.434,32.138,30.03,19.33,52.277,607.393,6.605
Sugarcane,104.813,42.03,80.018,24.676,82.339,1881.661,6.769
Sugarcane,86.361,39.032,67.945,24.632,76.921,1639.393,6.696
Potato,95.546,72.769,92.154,20.405,65.085,671.9,5.604
Sugarcane,93.863,46.907,79.887,25.372,79.87,1708.125,7.095
Cotton,97.854,51.686,32.263,22.755,51.922,1054.702,6.823
Cotton,80.0,60.0,40.0,27.0,45.0,600.0,7.5
Rice,80.0,40.0,40.0,30.0,90.0,2250.0,7.0
Sugarcane,93.936,35.91,84.58,23.131,81.601,1969.549,6.364
Wheat,100.0,20.0,20.0,12.0,65.0,650.0,6.0
Potato,90.751,67.436,87.929,20.241,72.546,623.152,5.775
Wheat,79.855,27.786,30.43,19.075,53.749,553.925,7.072
Maize,104.997,39.96,33.886,24.606,64.125,735.888,6.924
Tomato,97.42,68.009,91.002,21.774,65.593,658.169,6.464
Soybean,28.384,52.432,53.781,24.91,63.738,736.492,6.641
Cotton,95.425,48.107,28.206,23.015,49.163,853.706,6.968
Soybean,31.52,45.464,55.842,27.386,69.34,707.811,6.178
Maize,88.964,47.644,42.52,25.908,67.826,714.757,6.773
Rice,80.0,40.0,40.0,20.0,90.0,2250.0,5.0
Soybean,28.965,50.373,62.793,26.136,62.888,556.815,6.712
Tomato,94.483,71.402,83.436,20.721,70.584,620.101,6.591
Cotton,102.721,48.774,29.477,24.429,60.653,846.915,6.561
Tomato,92.306,65.079,75.892,20.692,65.391,650.898,6.499
Maize,90.941,50.366,37.292,22.971,64.276,773.112,6.335
Cotton,108.138,47.041,33.217,24.733,55.916,867.13,6.503
Potato,107.169,70.211,109.967,17.098,71.741,714.657,5.864
Rice,104.572,28.83,53.185,24.84,85.32,1589.908,5.501
Rice,112.242,29.324,62.507,22.525,85.476,1779.936,5.813
Wheat,60.0,40.0,20.0,12.0,65.0,375.0,6.0
Wheat,78.071,28.448,28.916,20.558,52.382,592.022,6.419
Maize,95.861,48.931,46.507,23.845,69.77,864.039,6.581
Rice,90.286,28.934,56.864,23.935,81.812,2061.868,5.711
Sugarcane,120.0,60.0,100.0,21.0,70.0,2250.0,7.5
Tomato,108.343,74.402,85.734,21.854,67.278,616.248,6.284
Sugarcane,94.045,43.884,66.965,23.585,78.211,1536.978,6.937
Sugarcane,95.289,37.634,84.506,24.346,74.982,1682.84,6.704
Tomato,100.074,62.047,78.73,21.745,73.06,666.46,6.596
Maize,98.842,45.461,38.992,23.969,60.189,669.781,6.45
Rice,99.204,24.597,44.371,26.571,80.038,1818.059,5.538
Rice,80.0,40.0,80.0,20.0,75.0,2250.0,7.0
Sugarcane,95.504,52.957,85.423,23.374,76.833,1685.133,6.667
Maize,80.0,60.0,20.0,21.0,55.0,500.0,5.5
Soybean,25.155,47.177,58.097,24.413,65.507,698.433,6.788
Maize,120.0,30.0,60.0,27.0,75.0,1000.0,7.5
Tomato,94.546,68.453,83.994,24.905,79.007,605.597,6.431
Soybean,30.415,47.64,57.993,25.149,65.592,707.907,6.5
Maize,107.271,56.053,39.186,21.807,63.173,852.656,6.684
Sugarcane,102.137,55.318,88.004,24.834,79.394,1548.995,7.032
Rice,97.522,27.023,60.076,24.501,79.962,2131.094,6.595
Sugarcane,85.8,37.935,75.049,23.107,79.868,1867.011,6.718
Soybean,33.235,57.373,54.909,27.662,70.304,657.58,6.579
Soybean,24.0,48.79,59.532,26.968,67.098,718.788,6.351
Cotton,98.53,53.517,27.961,23.425,52.18,786.249,6.882
Maize,112.83,36.678,56.626,23.085,68.269,830.875,6.168
Maize,101.784,43.476,36.488,23.754,68.829,688.999,6.479
Soybean,40.0,40.0,80.0,20.0,75.0,450.0,6.0
Sugarcane,110.703,45.668,91.295,22.775,79.554,1656.105,6.785
Wheat,84.02,27.936,32.367,16.536,53.091,488.258,6.482
Sugarcane,80.0,60.0,100.0,21.0,70.0,1200.0,6.0
Soybean,22.77,55.216,60.578,26.688,66.688,783.03,6.535
Rice,80.0,20.0,80.0,30.0,90.0,1500.0,5.0
Potato,90.304,77.107,101.584,20.761,63.592,559.916,5.729
Wheat,100.0,40.0,40.0,25.0,45.0,375.0,7.5
Cotton,120.0,60.0,40.0,21.0,45.0,600.0,7.5
Rice,102.093,27.222,49.403,21.545,79.707,1817.666,5.902
Sugarcane,96.327,39.332,69.591,23.885,81.449,1483.451,6.818
Cotton,103.863,46.936,25.921,25.158,55.056,745.094,6.304
Sugarcane,101.249,43.313,66.494,24.527,77.879,1861.141,6.87
Rice,101.53,32.452,62.496,26.053,78.989,1916.38,5.899
Tomato,95.889,73.089,67.314,19.69,70.011,629.005,6.567
Potato,80.0,60.0,120.0,15.0,55.0,750.0,6.5
Cotton,80.0,60.0,40.0,27.0,65.0,1200.0,7.5
Tomato,96.444,65.515,76.189,24.962,70.303,594.173,6.706
Wheat,100.0,20.0,40.0,12.0,45.0,650.0,6.0
Soybean,20.0,60.0,40.0,30.0,75.0,900.0,7.0
Soybean,27.041,55.749,62.429,25.028,66.334,704.289,6.81
Sugarcane,91.821,42.422,77.897,26.049,78.435,1516.828,6.735
Maize,105.081,43.6,52.11,23.119,65.725,747.015,6.467
Maize,94.735,41.504,38.896,22.938,60.911,745.794,6.203
Tomato,103.516,64.074,89.415,23.266,69.854,581.885,6.627
Wheat,75.147,34.582,33.755,18.561,53.525,564.059,6.502
Rice,106.751,30.518,62.345,25.089,82.5,1784.805,6.105
Wheat,86.715,28.095,30.731,20.508,51.132,513.066,6.471
Tomato,91.379,66.556,80.343,23.613,64.325,645.72,6.363
Cotton,99.643,46.259,30.782,23.981,57.478,1006.682,6.865
Rice,105.813,28.127,55.892,23.009,79.839,1646.451,6.243
Soybean,33.48,52.567,53.784,23.009,64.476,836.647,6.329
Maize,105.621,37.296,41.993,24.676,61.563,750.764,6.461
Wheat,70.813,28.43,27.759,21.684,53.047,547.245,6.587
Sugarcane,80.0,60.0,60.0,21.0,88.0,2250.0,7.5
Maize,97.813,32.42,25.812,22.982,66.771,759.483,6.561
Rice,97.073,28.685,45.805,25.429,84.614,1678.048,5.78
Sugarcane,98.195,46.209,82.779,24.257,75.395,1680.679,6.852
Potato,120.0,60.0,120.0,15.0,75.0,750.0,6.5
Tomato,120.0,60.0,100.0,28.0,60.0,500.0,6.0
Rice,97.264,29.153,57.481,26.527,78.167,1982.75,5.873
Cotton,101.504,49.187,27.358,22.624,58.775,979.864,7.088
Cotton,90.223,50.281,24.176,23.676,53.303,949.175,7.246
Soybean,33.407,53.984,68.746,24.547,64.982,489.043,6.467
Sugarcane,90.404,47.779,85.326,23.662,79.535,1773.297,6.413
Soybean,30.873,51.673,55.717,22.468,68.191,726.654,6.411
Sugarcane,105.718,41.35,84.001,25.867,76.338,2095.725,6.846
Potato,80.0,80.0,120.0,25.0,75.0,750.0,5.0
Cotton,116.14,50.61,31.145,25.087,56.551,974.691,6.644
Potato,100.865,72.445,94.383,20.183,72.143,604.166,5.963
Potato,91.529,64.241,107.936,18.609,66.111,649.123,5.79
Sugarcane,97.321,47.2,88.233,25.664,76.713,1917.639,6.887
Potato,94.125,68.576,112.491,21.854,68.401,592.231,5.391
Tomato,120.0,60.0,60.0,18.0,60.0,750.0,6.0
Potato,106.682,69.695,93.824,22.568,65.456,619.576,6.137
Maize,120.0,60.0,20.0,27.0,75.0,1000.0,5.5
Soybean,34.65,51.498,59.127,24.271,61.844,820.354,6.509
Potato,103.904,64.049,108.339,21.657,66.748,500.0,5.685
Maize,103.902,45.321,35.508,23.739,65.063,747.11,5.871
Cotton,99.773,50.547,33.107,23.51,50.549,949.323,6.698
Cotton,120.0,40.0,40.0,27.0,45.0,1200.0,6.0
Rice,100.295,27.303,60.451,24.953,82.983,2150.816,5.825
Cotton,120.0,60.0,20.0,21.0,65.0,1200.0,6.0
Tomato,103.626,71.095,75.776,23.709,66.382,651.419,6.73
Soybean,30.762,50.178,64.784,26.456,69.899,585.724,6.75
Maize,109.328,49.772,43.302,24.146,66.311,678.168,6.786
Potato,109.165,71.181,94.294,19.625,62.692,629.066,5.827
Tomato,80.0,80.0,100.0,28.0,60.0,500.0,7.0
Wheat,83.992,30.068,26.684,18.992,58.376,532.241,6.792
Soybean,20.0,40.0,40.0,20.0,75.0,900.0,7.0
Maize,120.0,30.0,20.0,21.0,55.0,500.0,5.5
Wheat,73.059,28.519,33.123,19.753,56.743,462.133,6.615
Sugarcane,85.205,47.274,76.122,24.898,80.225,1420.405,6.817
Wheat,72.369,28.8,25.302,19.816,55.553,437.068,6.838
Tomato,110.016,70.684,69.112,23.339,76.813,571.359,6.505
Potato,80.0,80.0,80.0,15.0,75.0,750.0,5.0
Wheat,100.0,20.0,20.0,25.0,65.0,650.0,7.5
Wheat,77.793,25.434,31.986,19.965,60.95,558.702,6.602
Tomato,88.638,64.762,71.953,23.306,73.587,550.556,6.408
Sugarcane,104.737,43.56,73.764,25.077,75.695,2120.739,6.597
Tomato,94.793,62.87,89.387,23.613,69.9,533.74,6.196
Cotton,97.624,45.196,30.59,25.163,57.807,887.331,6.29
Potato,105.3,69.983,103.374,20.07,57.808,616.659,6.0
Rice,101.202,27.813,68.175,27.632,83.736,1996.708,6.414
Tomato,80.0,60.0,60.0,18.0,80.0,750.0,6.0
Tomato,97.013,72.705,84.275,24.944,68.897,675.105,6.273
Maize,100.028,46.282,42.902,26.077,62.182,821.587,6.569
Soybean,29.988,50.642,53.006,23.657,68.949,558.574,6.574
Wheat,76.311,29.46,30.451,22.223,54.201,514.911,6.534
Soybean,26.347,47.337,67.654,27.086,64.308,694.579,6.7
Cotton,105.068,52.558,30.716,25.034,59.239,928.31,6.721
Tomato,87.886,70.919,93.693,23.764,72.289,607.79,6.459
Soybean,40.0,60.0,80.0,20.0,75.0,900.0,7.0
Rice,104.858,28.078,63.73,25.944,81.126,1734.654,5.605
Soybean,29.202,45.255,54.539,25.528,62.119,694.467,6.788
Sugarcane,96.524,52.325,83.944,25.147,77.249,1733.867,6.851
Cotton,100.701,42.43,28.992,23.636,53.991,844.892,6.501
Soybean,30.006,55.893,62.031,25.557,66.652,740.386,6.576
Cotton,80.0,40.0,20.0,21.0,65.0,1200.0,6.0
Soybean,26.989,52.962,56.262,26.705,59.5,716.148,6.393
Soybean,26.719,46.327,60.078,26.413,69.355,638.583,6.494
Wheat,77.637,26.552,33.294,19.121,52.878,515.826,6.631
Cotton,95.931,57.29,32.11,24.275,51.745,991.125,6.411
Tomato,98.852,71.448,69.98,18.603,71.258,642.966,6.579
Rice,100.083,31.602,62.977,26.109,82.254,1822.088,5.973
Cotton,101.042,53.58,27.268,25.452,58.156,857.059,6.473
Sugarcane,120.0,60.0,60.0,21.0,88.0,1200.0,7.5
Wheat,64.361,29.032,28.981,20.997,60.238,446.033,7.103
Wheat,60.0,20.0,40.0,25.0,65.0,375.0,7.5
Soybean,32.258,46.525,60.664,23.481,65.322,606.935,6.713
Rice,80.0,20.0,80.0,20.0,90.0,2250.0,7.0
Tomato,93.222,68.034,94.413,22.578,67.533,673.024,6.342
Maize,96.181,47.802,38.283,24.573,62.855,728.365,6.823
Cotton,96.504,50.629,29.67,24.058,52.049,957.591,6.854
Rice,80.0,40.0,80.0,20.0,75.0,2250.0,7.0
Sugarcane,90.275,47.917,82.592,25.062,78.178,1474.621,6.162
Rice,109.502,24.58,64.832,27.37,81.358,1887.681,5.331
Potato,98.745,73.027,98.811,23.661,63.292,673.545,5.907
Soybean,26.798,56.573,53.637,23.116,64.377,617.358,6.501
Soybean,24.652,46.572,55.629,25.312,61.401,584.167,6.345
Cotton,80.0,40.0,20.0,21.0,65.0,600.0,7.5
Tomato,120.0,80.0,60.0,18.0,80.0,750.0,7.0
Maize,120.0,60.0,60.0,27.0,75.0,1000.0,5.5
Wheat,84.41,27.081,27.842,19.572,52.92,415.46,6.737
Rice,96.711,30.471,44.498,25.395,87.257,1818.32,6.087
Maize,106.724,47.422,48.118,24.919,70.072,779.9,6.802
Tomato,80.0,60.0,100.0,28.0,80.0,750.0,7.0
Sugarcane,92.446,48.178,79.724,23.104,77.912,1586.486,6.824
Soybean,40.0,60.0,40.0,20.0,55.0,900.0,6.0
Cotton,106.355,52.177,33.665,22.871,49.335,899.581,7.475
Maize,101.647,50.647,37.856,22.942,66.083,722.781,6.448
Rice,92.487,34.429,68.304,26.599,78.713,1978.64,6.135
Maize,107.014,44.681,53.481,24.046,61.913,852.245,6.71
Tomato,110.96,69.926,82.117,22.342,64.443,619.183,6.556
Maize,93.333,46.784,44.979,23.912,68.367,724.641,6.429
Cotton,98.378,54.011,28.53,23.439,54.838,840.463,6.649
Maize,101.194,59.287,42.007,25.606,69.019,780.668,6.17
Maize,80.0,30.0,60.0,21.0,55.0,500.0,7.5
Wheat,78.813,25.288,33.297,12.566,53.512,484.074,6.787
Potato,80.0,60.0,120.0,25.0,55.0,750.0,5.0
Cotton,100.687,45.314,28.454,23.091,58.58,849.16,6.849
Potato,99.959,68.789,91.329,19.167,66.099,621.407,5.765
Wheat,79.418,27.69,27.883,20.315,54.86,464.55,6.329
Potato,120.0,80.0,120.0,15.0,75.0,500.0,6.5
Tomato,101.55,65.633,76.253,22.379,71.974,585.531,6.45
Cotton,101.488,53.86,36.131,25.512,58.049,885.127,6.594
Wheat,60.0,20.0,20.0,12.0,65.0,650.0,7.5
Potato,91.969,73.279,104.324,19.365,66.775,618.421,5.475
Rice,106.966,30.227,57.252,21.987,82.071,1680.077,6.322
Soybean,40.0,60.0,40.0,30.0,75.0,900.0,6.0
Sugarcane,103.672,44.535,75.567,22.657,81.201,1843.887,6.633
Maize,91.026,37.221,51.099,23.91,62.842,727.167,6.008
Wheat,80.262,30.176,37.759,19.866,53.024,543.898,7.285
Wheat,92.026,30.449,28.963,21.427,57.377,467.471,6.492
Maize,109.567,52.451,42.393,24.046,69.427,890.199,6.878
Maize,109.083,35.52,49.474,24.936,59.849,724.733,6.865
Rice,120.0,20.0,80.0,20.0,75.0,1500.0,7.0
Soybean,26.599,46.454,67.244,25.413,66.595,693.357,6.555
Potato,90.366,66.888,109.182,20.812,62.955,619.339,5.686
Rice,80.0,20.0,40.0,30.0,75.0,1500.0,7.0
Cotton,102.288,51.955,30.53,24.524,56.529,807.193,6.843
Cotton,115.834,43.998,25.855,24.217,60.898,920.217,6.926
Sugarcane,80.0,30.0,60.0,21.0,88.0,2250.0,6.0
Soybean,28.413,53.651,60.803,22.928,63.345,751.63,6.465
Sugarcane,99.851,39.87,92.422,24.154,82.233,1730.232,6.771
Wheat,79.472,29.325,31.245,14.105,56.789,650.0,6.719
Potato,99.088,76.525,101.148,20.888,63.452,592.315,5.744
Rice,98.743,32.706,53.535,24.706,80.771,2062.754,6.25
Sugarcane,80.0,60.0,100.0,21.0,88.0,2250.0,6.0
Tomato,98.254,69.459,68.724,21.17,68.407,596.986,6.52
Soybean,40.0,40.0,80.0,30.0,55.0,450.0,7.0
Sugarcane,103.865,43.487,70.469,24.207,82.284,1787.005,6.0
Cotton,87.618,48.802,28.289,25.581,56.439,782.278,6.632
Maize,94.375,38.251,45.816,24.186,68.831,746.272,6.032
Maize,105.016,50.704,39.987,24.303,66.705,761.805,6.368
Sugarcane,92.921,45.429,87.117,24.128,77.171,1703.449,6.237
Potato,120.0,80.0,80.0,15.0,75.0,500.0,5.0
Tomato,110.795,72.46,84.725,26.753,62.219,605.653,6.641
Tomato,90.018,71.969,84.196,25.075,77.061,554.477,6.435
Wheat,81.228,27.393,26.695,16.016,53.541,523.94,6.272
Soybean,21.957,48.079,65.87,24.533,69.15,753.731,6.274
Maize,80.0,60.0,20.0,27.0,75.0,1000.0,7.5
Soybean,34.06,46.715,68.54,24.926,70.307,675.248,6.159
Sugarcane,103.674,52.864,86.647,26.68,88.0,1417.332,6.201
Rice,104.917,26.888,58.63,23.417,81.652,1980.039,5.424
Tomato,110.045,66.742,87.19,22.273,69.915,648.41,6.4
Rice,96.225,27.918,68.834,25.55,81.971,1937.34,5.298
Rice,94.768,30.461,58.7,25.796,84.473,1951.056,5.929
Sugarcane,104.69,43.956,77.817,23.069,77.17,1971.566,6.465
Soybean,27.28,49.459,55.003,24.675,64.249,746.569,6.352
Tomato,103.694,65.185,81.637,22.9,74.097,602.481,6.46
Rice,95.863,24.726,55.036,24.909,85.414,1745.427,5.972
Tomato,108.327,70.143,69.589,23.907,68.678,689.16,6.399
Rice,80.0,40.0,40.0,20.0,75.0,1500.0,7.0
Maize,89.22,42.332,45.928,23.458,62.687,598.221,7.084
Soybean,25.999,51.914,57.161,25.379,64.583,741.853,6.537
Sugarcane,89.724,46.105,74.962,24.855,80.64,1797.546,6.348
Potato,95.779,73.561,106.009,21.483,64.483,606.779,5.533
Maize,106.493,42.69,31.144,25.977,62.985,702.63,6.478
Rice,92.031,34.417,59.704,27.151,83.527,1972.82,5.7
Rice,93.335,26.528,67.365,24.313,78.958,1930.477,6.154
Maize,105.073,43.235,45.341,24.149,69.294,725.399,6.656
Rice,100.376,30.818,48.157,23.91,83.038,1746.934,6.303
Wheat,76.246,31.59,28.927,17.095,55.172,459.931,6.857
Potato,104.882,67.86,98.4,19.925,70.479,649.354,5.846
Potato,109.531,73.032,96.085,18.285,66.78,591.983,6.119
Maize,97.57,42.897,36.441,24.007,63.216,628.129,6.76
Sugarcane,80.0,60.0,100.0,27.0,70.0,2250.0,6.0
Potato,89.036,68.74,87.971,21.096,67.987,664.238,5.872
Wheat,85.638,23.529,28.729,20.688,50.162,523.004,6.766
Tomato,80.0,60.0,60.0,28.0,60.0,750.0,6.0
Rice,80.0,40.0,80.0,20.0,90.0,2250.0,5.0
Wheat,84.558,26.962,35.771,19.662,53.714,481.871,6.814
Tomato,102.332,66.605,78.709,20.095,70.118,616.734,6.404
Maize,96.264,46.792,34.042,21.745,66.357,793.259,6.433
Potato,95.993,72.532,97.72,19.615,68.036,591.402,5.728
Sugarcane,98.899,40.713,82.234,23.711,76.286,1902.48,6.775
Wheat,100.0,20.0,20.0,25.0,65.0,375.0,7.5
Rice,97.144,28.826,63.549,25.609,83.532,1928.853,6.714
Sugarcane,103.007,42.584,81.893,23.228,73.86,1664.709,6.931
Maize,96.922,47.936,43.966,23.275,65.539,933.237,6.494
Rice,120.0,20.0,80.0,20.0,90.0,2250.0,7.0
Sugarcane,96.201,41.501,62.927,22.991,83.807,1789.505,6.656
Soybean,33.241,48.573,53.569,22.385,73.051,605.746,6.289
Maize,94.622,47.759,42.843,23.439,68.698,676.428,6.305
Rice,90.932,31.302,63.635,25.386,84.913,1885.983,6.131
Tomato,106.716,64.441,76.976,24.748,75.234,592.779,6.352
Maize,112.352,41.065,22.928,23.554,66.861,762.626,6.592
Rice,101.324,31.631,58.272,25.104,82.769,1901.887,6.258
Tomato,86.357,71.466,63.543,22.622,72.847,650.929,6.284
Cotton,110.404,52.503,31.747,25.883,54.676,906.308,6.747
Cotton,120.0,60.0,20.0,27.0,45.0,1200.0,7.5
